filename,original_source,original_filename,stage,width,height,verified,notes
kaggle_0079.jpg,kaggle,Stage_II_051.jpeg,2.0,224,224,false,kaggle:Stage_II
kaggle_0080.jpg,kaggle,Stage_II_052.jpeg,2.0,224,224,false,kaggle:Stage_II
kaggle_0081.jpg,kaggle,Stage_II_053.png,2.0,224,224,false,kaggle:Stage_II
kaggle_0082.jpg,kaggle,Stage_III_001.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0083.jpg,kaggle,Stage_III_002.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0084.jpg,kaggle,Stage_III_003.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0085.jpg,kaggle,Stage_III_004.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0086.jpg,kaggle,Stage_III_005.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0087.jpg,kaggle,Stage_III_006.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0088.jpg,kaggle,Stage_III_007.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0089.jpg,kaggle,Stage_III_008.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0090.jpg,kaggle,Stage_III_009.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0091.jpg,kaggle,Stage_III_010.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0092.jpg,kaggle,Stage_III_011.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0093.jpg,kaggle,Stage_III_012.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0094.jpg,kaggle,Stage_III_013.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0095.jpg,kaggle,Stage_III_014.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0096.jpg,kaggle,Stage_III_015.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0097.jpg,kaggle,Stage_III_016.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0098.jpg,kaggle,Stage_III_017.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0099.jpg,kaggle,Stage_III_018.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0100.jpg,kaggle,Stage_III_019.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0101.jpg,kaggle,Stage_III_020.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0102.jpg,kaggle,Stage_III_021.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0103.jpg,kaggle,Stage_III_022.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0104.jpg,kaggle,Stage_III_023.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0105.jpg,kaggle,Stage_III_024.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0106.jpg,kaggle,Stage_III_025.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0107.jpg,kaggle,Stage_III_026.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0108.jpg,kaggle,Stage_III_027.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0109.jpg,kaggle,Stage_III_028.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0110.jpg,kaggle,Stage_III_029.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0111.jpg,kaggle,Stage_III_030.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0112.jpg,kaggle,Stage_III_031.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0113.jpg,kaggle,Stage_III_032.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0114.jpg,kaggle,Stage_III_033.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0115.jpg,kaggle,Stage_III_034.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0116.jpg,kaggle,Stage_III_035.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0117.jpg,kaggle,Stage_III_036.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0118.jpg,kaggle,Stage_III_037.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0119.jpg,kaggle,Stage_III_038.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0120.jpg,kaggle,Stage_III_039.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0121.jpg,kaggle,Stage_III_040.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0122.jpg,kaggle,Stage_III_041.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0123.jpg,kaggle,Stage_III_042.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0124.jpg,kaggle,Stage_III_043.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0125.jpg,kaggle,Stage_III_044.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0126.jpg,kaggle,Stage_III_045.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0127.jpg,kaggle,Stage_III_046.png,3.0,224,224,false,kaggle:Stage_III
kaggle_0128.jpg,kaggle,Stage_IV_001.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0129.jpg,kaggle,Stage_IV_002.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0130.jpg,kaggle,Stage_IV_003.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0131.jpg,kaggle,Stage_IV_004.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0132.jpg,kaggle,Stage_IV_005.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0133.jpg,kaggle,Stage_IV_006.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0134.jpg,kaggle,Stage_IV_007.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0135.jpg,kaggle,Stage_IV_008.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0136.jpg,kaggle,Stage_IV_009.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0137.jpg,kaggle,Stage_IV_010.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0138.jpg,kaggle,Stage_IV_011.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0139.jpg,kaggle,Stage_IV_012.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0140.jpg,kaggle,Stage_IV_013.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0141.jpg,kaggle,Stage_IV_014.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0142.jpg,kaggle,Stage_IV_015.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0143.jpg,kaggle,Stage_IV_016.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0144.jpg,kaggle,Stage_IV_017.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0145.jpg,kaggle,Stage_IV_018.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0146.jpg,kaggle,Stage_IV_019.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0147.jpg,kaggle,Stage_IV_020.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0148.jpg,kaggle,Stage_IV_021.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0149.jpg,kaggle,Stage_IV_022.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0150.jpg,kaggle,Stage_IV_023.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0151.jpg,kaggle,Stage_IV_024.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0152.jpg,kaggle,Stage_IV_025.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0153.jpg,kaggle,Stage_IV_026.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0154.jpg,kaggle,Stage_IV_027.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0155.jpg,kaggle,Stage_IV_028.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0156.jpg,kaggle,Stage_IV_029.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0157.jpg,kaggle,Stage_IV_030.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0158.jpg,kaggle,Stage_IV_031.png,4.0,224,224,false,kaggle:Stage_IV
kaggle_0159.jpg,kaggle,Stage_IV_032.png,4.0,224,224,false,kaggle:Stage_IV
medetec_0001.jpg,medetec,1. r7_bedsore-8col.jpg,,224,224,false,unlabeled
medetec_0002.jpg,medetec,14. pressure_ulcer.jpg,,224,224,false,unlabeled
medetec_0003.jpg,medetec,15. .jpg,,224,224,false,unlabeled
medetec_0004.jpg,medetec,18. bedsorefoot_145706.jpg,,224,224,false,unlabeled
medetec_0005.jpg,medetec,2. heelpressureulcer4.jpg,,224,224,false,unlabeled
medetec_0006.jpg,medetec,21. lf00944u-2.jpg,,224,224,false,unlabeled
medetec_0007.jpg,medetec,24. 238.jpg,,224,224,false,unlabeled
medetec_0008.jpg,medetec,25. sacral-pressure-ulcer-in-a-patient-with-60-total-body-surface-burn.png,,224,224,false,unlabeled
medetec_0009.jpg,medetec,28. pressure_ulcer_12.jpg,,224,224,false,unlabeled
medetec_0010.jpg,medetec,3. bedsores-decubitus-ulcer-pressure-260nw-1133480588.jpg,,224,224,false,unlabeled
medetec_0011.jpg,medetec,31. jts-3-179-g003.gif,,224,224,false,unlabeled
medetec_0012.jpg,medetec,32. sloughy-pressure-ulcer-0028.jpg,3.25,224,224,false,heuristic:sloughy
medetec_0013.jpg,medetec,36. m1400399-diabetic_foot_with_large_ulcer-spl_popup.jpg,,224,224,false,unlabeled
medetec_0014.jpg,medetec,4. heel.jpg,,224,224,false,unlabeled
medetec_0015.jpg,medetec,40. pressure-ulcer3.jpg,,224,224,false,unlabeled
medetec_0016.jpg,medetec,42. leg_ulcer_2.jpg,,224,224,false,unlabeled
medetec_0017.jpg,medetec,44. c0220456-sacral_pressure_ulcer_stage_iv-spl_popup.jpg,4.0,224,224,false,filename:stage_number
medetec_0018.jpg,medetec,50. dekubitus_back.jpg,,224,224,false,unlabeled
medetec_0019.jpg,medetec,51. pressure-injury-ulcer-figure-2.png,,224,224,false,unlabeled
medetec_0020.jpg,medetec,53. pressure_ulcer_on_sacrum_maybe_tunneling_3.jpg,,224,224,false,unlabeled
medetec_0021.jpg,medetec,57. heelpressureulcer3.jpg,,224,224,false,unlabeled
medetec_0022.jpg,medetec,6. stage_i_pressure_ulcer_buttocks_high.jpg,1.0,224,224,false,filename:stage_number
medetec_0023.jpg,medetec,60. chart2.jpg,,224,224,false,unlabeled
medetec_0024.jpg,medetec,61. superficial_pressure_ulcer0002.jpg,,224,224,false,unlabeled
medetec_0025.jpg,medetec,66. 35951tn.jpg,,224,224,false,unlabeled
medetec_0026.jpg,medetec,67. pressure-sores-on-the-heels.jpg,,224,224,false,unlabeled
medetec_0027.jpg,medetec,7. c0220501-foot-pressure-ulcer-science-photo-library-high.jpg,,224,224,false,unlabeled
medetec_0028.jpg,medetec,70. 23.-ankle-stage-iii.jpg,3.0,224,224,false,filename:stage_number
medetec_0029.jpg,medetec,71. chart1.jpg,,224,224,false,unlabeled
medetec_0030.jpg,medetec,72. stage_iv_pressure_ulcer_knee_high.jpg,4.0,224,224,false,filename:stage_number
medetec_0031.jpg,medetec,74. jts-3-179-g001.gif,,224,224,false,unlabeled
medetec_0032.jpg,medetec,75. decubitus-ulcer_ls.jpg,,224,224,false,unlabeled
medetec_0033.jpg,medetec,76. pressure_ulcer_3.jpg,,224,224,false,unlabeled
medetec_0034.jpg,medetec,77. nurse-dressing-decubitus-ulcer-or-pressure-ulcer-in-patient-home-p8wgen.jpg,,224,224,false,unlabeled
medetec_0035.jpg,medetec,78. device_related_pressure_ulcer.jpg,,224,224,false,unlabeled
medetec_0036.jpg,medetec,79. early-pressure-sore.jpg,,224,224,false,unlabeled
medetec_0037.jpg,medetec,8. bedsoredeepulcer_145722.jpg,,224,224,false,unlabeled
medetec_0038.jpg,medetec,82. superficial_pressure_ulcer0005.jpg,,224,224,false,unlabeled
medetec_0039.jpg,medetec,83. stage4healing-a.png,4.0,224,224,false,filename:stage_number
medetec_0040.jpg,medetec,88. 1499929382.jpg,,224,224,false,unlabeled
medetec_0041.jpg,medetec,9. pressure-ulcers.jpg,,224,224,false,unlabeled
medetec_0042.jpg,medetec,95. cas_8412499__fig_1_-_day_1.jpg,,224,224,false,unlabeled
medetec_0043.jpg,medetec,healing-pressure-ulcer-0001.jpg,,224,224,false,unlabeled
medetec_0044.jpg,medetec,healing-pressure-ulcer-0002.jpg,,224,224,false,unlabeled
medetec_0045.jpg,medetec,healing-pressure-ulcer-0004.jpg,,224,224,false,unlabeled
medetec_0046.jpg,medetec,healing-pressure-ulcer-0005.jpg,,224,224,false,unlabeled
medetec_0047.jpg,medetec,healing-pressure-ulcer-0006.jpg,,224,224,false,unlabeled
medetec_0048.jpg,medetec,healing-pressure-ulcer-0007.jpg,,224,224,false,unlabeled
medetec_0049.jpg,medetec,healing-pressure-ulcer-0009.jpg,,224,224,false,unlabeled
medetec_0050.jpg,medetec,healing-pressure-ulcer-0011.jpg,,224,224,false,unlabeled
medetec_0051.jpg,medetec,healing-pressure-ulcer-0013.jpg,,224,224,false,unlabeled
medetec_0052.jpg,medetec,healing-pressure-ulcer-0014.jpg,,224,224,false,unlabeled
medetec_0053.jpg,medetec,healing-pressure-ulcer-0015.jpg,,224,224,false,unlabeled
medetec_0054.jpg,medetec,healing-pressure-ulcer-0016.jpg,,224,224,false,unlabeled
medetec_0055.jpg,medetec,healing-pressure-ulcer-0017.jpg,,224,224,false,unlabeled
medetec_0056.jpg,medetec,healing-pressure-ulcer-0018.jpg,,224,224,false,unlabeled
medetec_0057.jpg,medetec,healing-pressure-ulcer-0019.jpg,,224,224,false,unlabeled
medetec_0058.jpg,medetec,healing-pressure-ulcer-0021.jpg,,224,224,false,unlabeled
medetec_0059.jpg,medetec,healing-pressure-ulcer-0022.jpg,,224,224,false,unlabeled
medetec_0060.jpg,medetec,healing-pressure-ulcer-0023.jpg,,224,224,false,unlabeled
medetec_0061.jpg,medetec,healing-pressure-ulcer-0025.jpg,,224,224,false,unlabeled
medetec_0062.jpg,medetec,healing-pressure-ulcer-0027.jpg,,224,224,false,unlabeled
medetec_0063.jpg,medetec,healing-pressure-ulcer-0028.jpg,,224,224,false,unlabeled
medetec_0064.jpg,medetec,healing-pressure-ulcer-0029.jpg,,224,224,false,unlabeled
medetec_0065.jpg,medetec,healing-pressure-ulcer-0030.jpg,,224,224,false,unlabeled
medetec_0066.jpg,medetec,healing-pressure-ulcer-0031.jpg,,224,224,false,unlabeled
medetec_0067.jpg,medetec,healing-presure-ulcer-0008.jpg,,224,224,false,unlabeled
medetec_0068.jpg,medetec,healing-presure-ulcer-0012.jpg,,224,224,false,unlabeled
medetec_0069.jpg,medetec,healing-presure-ulcer-0026.jpg,,224,224,false,unlabeled
medetec_0070.jpg,medetec,healing0037.jpg,,224,224,false,unlabeled
medetec_0071.jpg,medetec,healing0038.jpg,,224,224,false,unlabeled
medetec_0072.jpg,medetec,necrotic-pressure-ulcer-0001.jpg,3.75,224,224,false,heuristic:necrotic
medetec_0073.jpg,medetec,necrotic-pressure-ulcer-0002.jpg,3.75,224,224,false,heuristic:necrotic
medetec_0074.jpg,medetec,necrotic-pressure-ulcer-0005.jpg,3.75,224,224,false,heuristic:necrotic
medetec_0075.jpg,medetec,necrotic-pressure-ulcer-0006.jpg,3.75,224,224,false,heuristic:necrotic
medetec_0076.jpg,medetec,necrotic-pressure-ulcer-0007.jpg,3.75,224,224,false,heuristic:necrotic
medetec_0077.jpg,medetec,necrotic-pressure-ulcer-0008.jpg,3.75,224,224,false,heuristic:necrotic
medetec_0078.jpg,medetec,necrotic-pressure-ulcer-0009.jpg,3.75,224,224,false,heuristic:necrotic
medetec_0079.jpg,medetec,necrotic-pressure-ulcer-0010.jpg,3.75,224,224,false,heuristic:necrotic
medetec_0080.jpg,medetec,necrotic-pressure-ulcer-0011.jpg,3.75,224,224,false,heuristic:necrotic
medetec_0081.jpg,medetec,necrotic-pressure-ulcer-0012.jpg,3.75,224,224,false,heuristic:necrotic
medetec_0082.jpg,medetec,necrotic-pressure-ulcer-0015.jpg,3.75,224,224,false,heuristic:necrotic
medetec_0083.jpg,medetec,necrotic-pressure-ulcer-0016.jpg,3.75,224,224,false,heuristic:necrotic
medetec_0084.jpg,medetec,necrotic-pressure-ulcer-0018.jpg,3.75,224,224,false,heuristic:necrotic
medetec_0085.jpg,medetec,necrotic-pressure-ulcer-0019.jpg,3.75,224,224,false,heuristic:necrotic
medetec_0086.jpg,medetec,necrotic-pressure-ulcer-0020.jpg,3.75,224,224,false,heuristic:necrotic
medetec_0087.jpg,medetec,necrotic-pressure-ulcer-0021.jpg,3.75,224,224,false,heuristic:necrotic
medetec_0088.jpg,medetec,necrotic-pressure-ulcer-0022.jpg,3.75,224,224,false,heuristic:necrotic
medetec_0089.jpg,medetec,pressure-ulcer-on-foot-0003.jpg,,224,224,false,unlabeled
medetec_0090.jpg,medetec,pressure-ulcer-on-foot-0006.jpg,,224,224,false,unlabeled
medetec_0091.jpg,medetec,pressure-ulcer-on-foot-0008.jpg,,224,224,false,unlabeled
medetec_0092.jpg,medetec,pressure-ulcer-on-foot-0009.jpg,,224,224,false,unlabeled
medetec_0093.jpg,medetec,pressure-ulcer-on-foot-0011.jpg,,224,224,false,unlabeled
medetec_0094.jpg,medetec,pressure-ulcer-on-foot-0013.jpg,,224,224,false,unlabeled
medetec_0095.jpg,medetec,pressure-ulcer-on-foot-0016.jpg,,224,224,false,unlabeled
medetec_0096.jpg,medetec,pressure-ulcer-on-foot-0017.jpg,,224,224,false,unlabeled
medetec_0097.jpg,medetec,pressure-ulcer-on-foot-0018.jpg,,224,224,false,unlabeled
medetec_0098.jpg,medetec,pressure-ulcer-on-foot-0019.jpg,,224,224,false,unlabeled
medetec_0099.jpg,medetec,pressure-ulcer-on-foot-0020.jpg,,224,224,false,unlabeled
medetec_0100.jpg,medetec,pressure-ulcer-on-foot-0021.jpg,,224,224,false,unlabeled
medetec_0101.jpg,medetec,pressure-ulcer-on-foot-0022.jpg,,224,224,false,unlabeled
medetec_0102.jpg,medetec,pressure-ulcer-on-foot-0023.jpg,,224,224,false,unlabeled
medetec_0103.jpg,medetec,pressure-ulcer-on-foot-0024.jpg,,224,224,false,unlabeled
medetec_0104.jpg,medetec,pressure-ulcer-on-foot-0025.jpg,,224,224,false,unlabeled
medetec_0105.jpg,medetec,pressure-ulcer-on-foot-0026.jpg,,224,224,false,unlabeled
medetec_0106.jpg,medetec,pressure-ulcer-on-foot-0027.jpg,,224,224,false,unlabeled
medetec_0107.jpg,medetec,pressure-ulcer-on-foot-0028.jpg,,224,224,false,unlabeled
medetec_0108.jpg,medetec,pressure-ulcer-on-foot-0029.jpg,,224,224,false,unlabeled
medetec_0109.jpg,medetec,pressure-ulcer-on-foot-0031.jpg,,224,224,false,unlabeled
medetec_0110.jpg,medetec,pressure-ulcer-on-foot-0032.jpg,,224,224,false,unlabeled
medetec_0111.jpg,medetec,pressure-ulcer-on-foot-0033.jpg,,224,224,false,unlabeled
medetec_0112.jpg,medetec,pressure-ulcer-on-foot-0039.jpg,,224,224,false,unlabeled
medetec_0113.jpg,medetec,pressure-ulcer-on-foot-0041.jpg,,224,224,false,unlabeled
medetec_0114.jpg,medetec,pressure-ulcer-on-foot-0042.jpg,,224,224,false,unlabeled
medetec_0115.jpg,medetec,pressure-ulcer-on-foot-0043.jpg,,224,224,false,unlabeled
medetec_0116.jpg,medetec,pressure-ulcer-on-foot-0044.jpg,,224,224,false,unlabeled
medetec_0117.jpg,medetec,pressure-ulcer-on-foot-0045.jpg,,224,224,false,unlabeled
medetec_0118.jpg,medetec,pressure-ulcer-on-foot-0046.jpg,,224,224,false,unlabeled
medetec_0119.jpg,medetec,pressure-ulcer-on-foot-0049.jpg,,224,224,false,unlabeled
medetec_0120.jpg,medetec,pressure-ulcer-on-foot-0050.jpg,,224,224,false,unlabeled
medetec_0121.jpg,medetec,pressure-ulcer-on-foot-0051.jpg,,224,224,false,unlabeled
medetec_0122.jpg,medetec,pressure-ulcer-on-foot-0052.jpg,,224,224,false,unlabeled
medetec_0123.jpg,medetec,pressure-ulcer-on-head-006.jpg,,224,224,false,unlabeled
medetec_0124.jpg,medetec,pressure-ulcer-on-neck-001.jpg,,224,224,false,unlabeled
medetec_0125.jpg,medetec,pressure-ulcer-on-neck-003.jpg,,224,224,false,unlabeled
medetec_0126.jpg,medetec,pressure-ulcer-on-neck-004.jpg,,224,224,false,unlabeled
medetec_0127.jpg,medetec,sloughy-pressure-ulcer-0001.jpg,3.25,224,224,false,heuristic:sloughy
